T29,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
40,Austria,2015,Percentage of individuals using the internet,83.9,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
40,Austria,2017,Percentage of individuals using the internet,87.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
40,Austria,2018,Percentage of individuals using the internet,87.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
40,Austria,2019,Percentage of individuals using the internet,87.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2000,Percentage of individuals using the internet,0.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2005,Percentage of individuals using the internet,8.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2010,Percentage of individuals using the internet,46.0,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2015,Percentage of individuals using the internet,77.0,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2017,Percentage of individuals using the internet,79.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2018,Percentage of individuals using the internet,79.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
31,Azerbaijan,2019,Percentage of individuals using the internet,81.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
44,Bahamas,2000,Percentage of individuals using the internet,8.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
44,Bahamas,2005,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
44,Bahamas,2010,Percentage of individuals using the internet,43.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
44,Bahamas,2015,Percentage of individuals using the internet,78.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
44,Bahamas,2017,Percentage of individuals using the internet,85.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2000,Percentage of individuals using the internet,6.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2005,Percentage of individuals using the internet,21.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2010,Percentage of individuals using the internet,55.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2015,Percentage of individuals using the internet,93.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2017,Percentage of individuals using the internet,95.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2018,Percentage of individuals using the internet,98.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
48,Bahrain,2019,Percentage of individuals using the internet,99.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
50,Bangladesh,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
50,Bangladesh,2005,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
50,Bangladesh,2010,Percentage of individuals using the internet,3.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
50,Bangladesh,2015,Percentage of individuals using the internet,14.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
50,Bangladesh,2019,Percentage of individuals using the internet,12.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
52,Barbados,2000,Percentage of individuals using the internet,4.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
52,Barbados,2005,Percentage of individuals using the internet,52.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
52,Barbados,2010,Percentage of individuals using the internet,65.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
52,Barbados,2015,Percentage of individuals using the internet,76.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
52,Barbados,2017,Percentage of individuals using the internet,81.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2000,Percentage of individuals using the internet,1.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2010,Percentage of individuals using the internet,31.8,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2015,Percentage of individuals using the internet,62.2,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2017,Percentage of individuals using the internet,74.4,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2018,Percentage of individuals using the internet,79.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
112,Belarus,2019,Percentage of individuals using the internet,82.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2000,Percentage of individuals using the internet,29.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2005,Percentage of individuals using the internet,55.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2010,Percentage of individuals using the internet,75.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2015,Percentage of individuals using the internet,85.1,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2017,Percentage of individuals using the internet,87.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2018,Percentage of individuals using the internet,88.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
56,Belgium,2019,Percentage of individuals using the internet,90.3,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
84,Belize,2000,Percentage of individuals using the internet,6.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2021."
