T30,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
642,Romania,2018,Tourist/visitor arrivals (thousands),VF,,"11,720",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2019,Tourist/visitor arrivals (thousands),VF,,"12,815",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,1995,Tourism expenditure (millions of US dollars),,,689,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2005,Tourism expenditure (millions of US dollars),,,"1,324",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2010,Tourism expenditure (millions of US dollars),,,"1,631",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2017,Tourism expenditure (millions of US dollars),,,"3,553",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2018,Tourism expenditure (millions of US dollars),,,"3,879",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
642,Romania,2019,Tourism expenditure (millions of US dollars),,,"4,227",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,1995,Tourist/visitor arrivals (thousands),VF,,"10,290",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2005,Tourist/visitor arrivals (thousands),VF,,"22,201",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2010,Tourist/visitor arrivals (thousands),VF,,"22,281",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2017,Tourist/visitor arrivals (thousands),VF,,"24,390",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2018,Tourist/visitor arrivals (thousands),VF,,"24,551",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2005,Tourism expenditure (millions of US dollars),,,"7,805",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2010,Tourism expenditure (millions of US dollars),,,"13,239",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2017,Tourism expenditure (millions of US dollars),,,"14,938",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2018,Tourism expenditure (millions of US dollars),,,"18,735",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
643,Russian Federation,2019,Tourism expenditure (millions of US dollars),,,"17,670",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,2010,Tourist/visitor arrivals (thousands),TF,,504,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,2005,Tourism expenditure (millions of US dollars),,,67,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,2010,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,2017,Tourism expenditure (millions of US dollars),,,548,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
646,Rwanda,2018,Tourism expenditure (millions of US dollars),,,529,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
667,Saba,1995,Tourist/visitor arrivals (thousands),TF,,10,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
667,Saba,2005,Tourist/visitor arrivals (thousands),TF,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
667,Saba,2010,Tourist/visitor arrivals (thousands),TF,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),TF,,141,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),TF,,98,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2017,Tourist/visitor arrivals (thousands),TF,,115,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2018,Tourist/visitor arrivals (thousands),TF,,125,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),,,63,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),,,121,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),,,90,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2017,Tourism expenditure (millions of US dollars),,,355,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
659,Saint Kitts and Nevis,2018,Tourism expenditure (millions of US dollars),,,367,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,1995,Tourist/visitor arrivals (thousands),TF,,231,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2005,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2010,Tourist/visitor arrivals (thousands),TF,,306,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2017,Tourist/visitor arrivals (thousands),TF,,386,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2018,Tourist/visitor arrivals (thousands),TF,,395,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2019,Tourist/visitor arrivals (thousands),TF,,424,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,1995,Tourism expenditure (millions of US dollars),,,230,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2005,Tourism expenditure (millions of US dollars),,,382,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2010,Tourism expenditure (millions of US dollars),,,309,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2017,Tourism expenditure (millions of US dollars),,,875,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
662,Saint Lucia,2018,Tourism expenditure (millions of US dollars),,,989,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),TF,,60,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),TF,,96,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),TF,,72,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2017,Tourist/visitor arrivals (thousands),TF,,76,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2018,Tourist/visitor arrivals (thousands),TF,,80,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),,,53,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,,104,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,,86,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2017,Tourism expenditure (millions of US dollars),,,211,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
670,Saint Vincent & Grenadines,2018,Tourism expenditure (millions of US dollars),,,235,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,,68,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,,122,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2017,Tourist/visitor arrivals (thousands),TF,,146,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2018,Tourist/visitor arrivals (thousands),TF,,164,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2019,Tourist/visitor arrivals (thousands),TF,,172,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,,36,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,,124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2017,Tourism expenditure (millions of US dollars),,,167,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
882,Samoa,2018,Tourism expenditure (millions of US dollars),,,191,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
674,San Marino,1995,Tourist/visitor arrivals (thousands),THS,,28,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
674,San Marino,2005,Tourist/visitor arrivals (thousands),THS,,50,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
674,San Marino,2010,Tourist/visitor arrivals (thousands),THS,,120,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
674,San Marino,2017,Tourist/visitor arrivals (thousands),THS,,78,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
674,San Marino,2018,Tourist/visitor arrivals (thousands),THS,,84,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,,8,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2017,Tourist/visitor arrivals (thousands),TF,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2018,Tourist/visitor arrivals (thousands),TF,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2005,Tourism expenditure (millions of US dollars),,,7,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2010,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2017,Tourism expenditure (millions of US dollars),,,66,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2018,Tourism expenditure (millions of US dollars),,,72,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
678,Sao Tome and Principe,2019,Tourism expenditure (millions of US dollars),,,45,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,,"3,325",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,,"8,037",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,,"10,850",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2017,Tourist/visitor arrivals (thousands),TF,,"16,109",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2018,Tourist/visitor arrivals (thousands),TF,,"15,334",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2019,Tourist/visitor arrivals (thousands),TF,,"13,635",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,,"7,536",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2017,Tourism expenditure (millions of US dollars),,,"15,020",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2018,Tourism expenditure (millions of US dollars),,,"16,975",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
682,Saudi Arabia,2019,Tourism expenditure (millions of US dollars),,,"19,849",Excluding Hajj pilgrims and nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,1995,Tourist/visitor arrivals (thousands),TF,,280,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,,769,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,,900,Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2017,Tourist/visitor arrivals (thousands),TF,,"1,365",Estimate.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,,464,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2017,Tourism expenditure (millions of US dollars),,,470,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
686,Senegal,2018,Tourism expenditure (millions of US dollars),,,557,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,,453,Tourists staying in visitor accommodation establishments.;Excluding Kosovo and Metohija.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,,683,Tourists staying in visitor accommodation establishments.;Excluding Kosovo and Metohija.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2017,Tourist/visitor arrivals (thousands),TCE,,"1,497",Tourists staying in visitor accommodation establishments.;Excluding Kosovo and Metohija.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2018,Tourist/visitor arrivals (thousands),TCE,,"1,711",Tourists staying in visitor accommodation establishments.;Excluding Kosovo and Metohija.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2019,Tourist/visitor arrivals (thousands),TCE,,"1,847",Tourists staying in visitor accommodation establishments.;Excluding Kosovo and Metohija.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,,308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,,950,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2017,Tourism expenditure (millions of US dollars),,,"1,706",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2018,Tourism expenditure (millions of US dollars),,,"1,941",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
688,Serbia,2019,Tourism expenditure (millions of US dollars),,,"2,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2017,Tourist/visitor arrivals (thousands),TF,,350,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2018,Tourist/visitor arrivals (thousands),TF,,362,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2019,Tourist/visitor arrivals (thousands),TF,,384,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,,352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2017,Tourism expenditure (millions of US dollars),,,585,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2018,Tourism expenditure (millions of US dollars),,,611,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
690,Seychelles,2019,Tourism expenditure (millions of US dollars),,,618,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,1995,Tourist/visitor arrivals (thousands),TF,,14,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2005,Tourist/visitor arrivals (thousands),TF,,40,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2010,Tourist/visitor arrivals (thousands),TF,,39,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2017,Tourist/visitor arrivals (thousands),TF,,51,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2018,Tourist/visitor arrivals (thousands),TF,,57,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,1995,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2005,Tourism expenditure (millions of US dollars),,,64,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2010,Tourism expenditure (millions of US dollars),,,26,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2017,Tourism expenditure (millions of US dollars),,,39,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
694,Sierra Leone,2018,Tourism expenditure (millions of US dollars),,,39,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,1995,Tourist/visitor arrivals (thousands),TF,,"6,070",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2005,Tourist/visitor arrivals (thousands),TF,,"7,079",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2010,Tourist/visitor arrivals (thousands),TF,,"9,161",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2017,Tourist/visitor arrivals (thousands),TF,,"13,903",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2018,Tourist/visitor arrivals (thousands),TF,,"14,673",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2019,Tourist/visitor arrivals (thousands),TF,,"15,119",Excluding Malaysian citizens arriving by land.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,1995,Tourism expenditure (millions of US dollars),,,"7,611",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2005,Tourism expenditure (millions of US dollars),,,"6,209",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2010,Tourism expenditure (millions of US dollars),,,"14,178",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2017,Tourism expenditure (millions of US dollars),,,"19,891",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2018,Tourism expenditure (millions of US dollars),,,"20,418",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
702,Singapore,2019,Tourism expenditure (millions of US dollars),,,"20,052",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
668,Sint Eustatius,1995,Tourist/visitor arrivals (thousands),TF,,9,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
668,Sint Eustatius,2005,Tourist/visitor arrivals (thousands),TF,,10,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
668,Sint Eustatius,2010,Tourist/visitor arrivals (thousands),TF,,11,Excluding Netherlands Antillean residents.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),TF,,460,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),TF,,468,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),TF,,443,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2017,Tourist/visitor arrivals (thousands),TF,,402,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2018,Tourist/visitor arrivals (thousands),TF,,178,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2019,Tourist/visitor arrivals (thousands),TF,,320,Arrivals by air. Including arrivals to Saint Martin (French part).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
534,Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),,,681,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021."
